fLength,fWidth,fSize,fConc,fConc1,fAsym,fM3Long,fM3Trans,fAlpha,fDist,class
15.3338,9.3082,2.4327,0.436,0.2348,104.2496,66.6443,-17.3171,86.5628,78.8724,0
53.2287,20.4216,2.9137,0.355,0.1964,50.1063,-31.766,10.341,24.554,93.6617,0
25.6698,40.951,3.0962,0.2379,0.1412,-21.6916,-128.0031,-18.2267,26.4643,77.5612,0
73.9358,50.614,3.1204,0.1457,0.076,-16.9691,-22.6823,-6.4825,49.7339,76.6127,1
19.3142,16.864,2.695,0.3059,0.1576,27.9362,85.5289,-7.6284,10.575,155.285,0
42.3708,25.7912,2.9783,0.2701,0.1658,-2.6934,-1.5449,-1.4663,30.2314,149.1635,1
117.073,65.108,3.9732,0.0803,0.0496,21.9646,65.3035,-5.1393,45.5081,323.3048,1
13.3623,4.4306,2.4274,0.5854,0.4182,94.5081,30.5201,-30.459,20.9965,84.646,0
21.5377,8.3941,2.9001,0.4006,0.1967,100.4611,66.2375,10.9485,0.2103,153.0453,0
61.681,8.6385,2.4924,0.447,0.2711,46.8425,97.6857,11.8303,5.0628,236.6578,0
28.0372,8.6584,2.2668,0.6833,0.3879,-1.1228,-59.7398,-5.3535,78.8119,59.7688,0
24.1887,7.1007,2.9153,0.3556,0.203,-25.7369,115.2396,1.9237,56.4775,136.2312,1
79.7384,48.274,3.4583,0.1306,0.0709,-72.7548,-41.3686,25.7315,62.4517,224.6394,1
16.0609,14.9932,2.6408,0.4496,0.2216,-36.3299,55.8255,-7.6376,8.5816,166.5348,0
14.7436,5.5365,2.502,0.5913,0.2977,-16.9036,16.17,1.5513,7.9469,287.0704,0
24.1602,23.8157,2.4983,0.5547,0.3077,-22.6289,-30.9545,37.061,62.3915,183.5853,0
128.5379,46.4227,4.5095,0.0824,0.0495,-130.3764,25.7345,14.2849,3.5787,216.0582,0
37.4254,19.9342,2.5891,0.4007,0.2316,-4.4373,-145.9046,10.1563,14.1168,182.6112,1
22.567,18.4208,2.7375,0.4166,0.2484,15.8298,75.6938,-34.4508,3.4177,159.2348,0
42.1722,23.6731,3.2889,0.3134,0.1713,-61.4085,-82.4221,5.2776,50.6,182.4058,0
36.2839,8.7309,2.8099,0.3514,0.1801,68.0971,168.9495,-12.3402,1.7614,137.1751,0
72.3901,21.417,2.8005,0.3485,0.2013,-20.0487,-27.3053,19.4502,53.174,307.7447,1
16.8547,18.9336,3.0022,0.3318,0.1766,-25.5915,16.0719,-12.0415,75.236,117.6495,0
14.1384,11.3456,2.1482,0.7097,0.46,-24.9973,-10.2187,-20.4095,68.0529,204.3799,0
50.2536,20.8654,2.6038,0.4394,0.2354,83.1821,92.9326,26.6064,51.849,92.0885,0
72.1901,43.7704,3.7759,0.1027,0.056,22.6794,-9.3443,2.506,24.8194,155.3788,0
69.8907,15.5381,2.773,0.3521,0.2163,2.9083,-90.0671,-32.8453,46.7553,148.5334,0
32.7955,22.8168,2.5706,0.4711,0.274,-5.9155,-15.663,-2.7937,9.0195,220.4213,0
14.4952,3.5198,2.0718,0.8377,0.5208,32.5265,-40.8244,4.6412,7.4943,168.2332,1
18.1723,4.3043,2.3164,0.6632,0.4009,33.9794,27.2497,9.7164,33.3572,276.8705,0
48.8295,7.878,2.6997,0.5574,0.2981,-31.0094,15.8074,-4.1549,10.1402,177.4653,0
20.1587,19.9597,2.4684,0.5696,0.3112,66.0672,-55.2959,14.7767,89.7509,204.4039,1
40.8161,20.0695,3.0207,0.2735,0.1735,-42.9543,-35.3579,3.3379,11.1464,260.1192,0
38.6683,18.4555,2.6055,0.393,0.254,-31.2017,-7.0494,-9.4786,32.821,133.5464,0
45.7605,40.4959,3.029,0.2852,0.1673,-135.0508,-35.6076,1.2091,22.0655,242.7907,0
73.7787,54.367,2.8518,0.2226,0.0773,-45.9482,-74.6324,36.4864,73.8008,212.7696,1
50.246,17.939,3.1666,0.3167,0.2062,58.9012,107.1464,21.6733,15.9165,257.7977,0
54.7831,38.2587,3.1786,0.1437,0.0701,-111.8714,-51.6036,32.8486,0.6791,216.9226,0
109.0628,15.6713,2.7705,0.3463,0.15,29.0301,52.4528,1.462,5.6466,200.5608,0
114.8766,17.9022,3.0732,0.3327,0.1939,102.3823,92.6614,-14.0602,5.7087,233.0313,0
14.3408,4.5779,2.2065,0.5972,0.2964,95.3618,52.5935,29.256,87.4522,16.9326,0
45.0889,34.5372,3.3059,0.2511,0.1451,-24.8539,35.9036,-13.3457,29.7681,196.4647,0
39.561,17.1324,2.8292,0.3663,0.2377,-2.2783,41.1897,-22.5183,14.5616,136.9439,0
61.5634,25.0513,2.4797,0.3183,0.1578,-98.184,-11.9946,-10.6814,2.8541,201.8343,0
38.5516,21.6541,2.4335,0.4363,0.2141,-56.1319,-68.5482,-12.3591,43.2667,194.8706,0
40.3058,25.2313,3.3116,0.1288,0.0675,18.3388,11.0064,-7.9467,0.1314,191.3335,0
47.7285,15.967,2.9499,0.3755,0.1732,8.7808,18.3938,-25.1304,0.2702,228.9759,0
33.3786,26.2726,2.7956,0.2988,0.1492,12.4484,18.7879,-38.1484,23.0045,99.8111,0
19.4262,7.9787,2.5525,0.2666,0.1372,15.3949,4.9534,-5.9641,0.0645,89.99,0
36.0607,14.6015,3.0659,0.3246,0.162,55.0802,13.1407,7.5251,79.4501,255.6096,1
66.2778,17.8555,2.8092,0.2499,0.1089,-47.565,-12.352,5.0917,45.686,305.3643,1
51.3156,15.8785,2.8981,0.3738,0.2158,55.089,35.9704,-1.688,12.2892,155.7526,1
43.7058,34.176,3.605,0.167,0.1026,-14.0839,8.7066,-42.6033,2.6571,165.5254,1
79.1387,19.6704,2.9314,0.3778,0.1938,-59.3267,-33.8728,-9.3469,65.4263,197.1271,1
39.1921,27.1471,3.0334,0.312,0.193,-14.0692,90.9214,-1.2603,31.2315,109.9504,0
32.2074,12.6752,2.7546,0.2556,0.1299,89.489,75.2711,7.4145,0.6525,97.3774,0
33.7005,17.6944,2.8614,0.3213,0.2059,-65.9111,-6.0772,-5.7769,0.0483,312.3988,0
119.0868,30.8764,3.2317,0.1796,0.1217,-63.1209,29.2691,59.1235,62.3094,233.6779,1
81.2739,31.5242,2.7518,0.4128,0.2341,13.5136,-63.8461,-10.223,74.9223,353.8259,1
17.0142,13.7351,2.4278,0.6044,0.3511,68.6326,69.1912,19.2756,48.649,181.0231,1
16.2071,6.1095,2.2438,0.7606,0.4877,22.3348,15.8575,23.1429,26.1796,90.567,0
125.9339,57.3336,3.8515,0.0997,0.0582,-135.9134,-52.6836,-5.9341,2.1273,340.8984,1
12.478,5.7995,2.3768,0.6463,0.3628,86.7343,34.2483,-15.8699,23.4539,145.9899,0
12.2978,4.6063,2.4111,0.6187,0.3169,64.4753,-9.5321,-32.3065,4.3593,125.4565,0
52.2388,12.1412,2.5292,0.4977,0.2768,0.2941,3.0432,22.5111,28.4848,217.1361,1
31.4222,10.3404,2.5425,0.5348,0.3435,112.8041,51.8432,-3.1888,25.4504,180.4617,0
26.7482,13.3839,2.7309,0.4534,0.2209,69.8135,69.1033,-21.9244,61.6502,102.9017,0
23.5481,14.6747,2.6638,0.4589,0.2832,26.1595,13.2676,-17.1743,17.2388,156.9201,1
100.5819,37.6561,3.6215,0.1373,0.1025,39.966,55.2909,13.7399,0.8483,270.5954,1
81.5053,38.8731,3.1541,0.202,0.111,-82.3451,-20.8161,35.9703,35.9842,356.1145,1
62.303,37.8936,3.2115,0.328,0.1856,19.1634,2.1865,22.4906,6.82,139.7529,1
86.6346,33.2738,3.4385,0.1693,0.1132,-85.9168,-32.7615,1.2941,5.2004,179.6701,0
40.9741,7.6324,2.5738,0.525,0.2723,22.4772,39.7588,15.7129,69.7875,264.1557,1
74.3592,27.2523,3.0187,0.181,0.1117,-59.2785,75.0649,31.9866,0.2548,294.5501,0
35.1684,20.4519,2.7943,0.2828,0.1518,-26.8811,58.1581,-0.2552,1.1197,255.0661,0
44.9563,22.0172,2.7076,0.3916,0.2149,-40.0114,-34.9489,-16.2818,51.7958,227.0971,0
17.7466,13.9945,2.2087,0.5212,0.3231,-15.2734,-34.8302,13.5964,9.5828,120.8821,0
50.3623,19.6434,2.8286,0.419,0.2331,-111.4133,44.4384,14.4512,0.1998,250.1219,0
40.4321,8.5064,2.5853,0.4332,0.2509,23.4506,59.0683,13.842,0.362,277.2596,0
33.4812,38.0119,3.4648,0.1985,0.1165,23.6861,51.2886,-10.7661,4.6139,124.256,0
32.3144,21.1579,2.5975,0.5185,0.3306,62.9889,9.5838,30.7314,9.2963,157.0109,0
66.7513,16.6757,2.8575,0.3762,0.1782,29.3659,75.4327,24.3969,0.6444,269.8931,0
33.6561,16.9991,2.5455,0.4607,0.2745,26.6188,4.3125,-8.27,22.5995,176.5902,0
66.6012,48.5124,2.8505,0.2917,0.174,-54.0113,-50.1378,23.7473,2.9783,194.5978,1
12.7128,2.1907,2.3836,0.6357,0.3408,31.8907,27.707,-18.6312,54.5296,149.9694,0
13.3224,11.0666,2.415,0.6041,0.4038,-25.1734,-30.914,-12.2492,83.0129,96.925,1
44.9303,30.6684,2.842,0.1987,0.1219,56.1267,-57.4034,8.1338,67.0428,175.4794,1
27.8493,9.7561,2.4552,0.607,0.4001,-51.5175,-24.0051,12.0405,35.3392,273.1524,1
49.5933,43.4084,2.636,0.3715,0.1803,-52.7288,-92.5871,31.3947,89.5675,116.3817,1
66.3018,28.5076,3.2776,0.2141,0.118,11.8011,-41.4992,-8.4341,35.9021,179.2983,1
74.8237,27.3939,3.3134,0.2123,0.0898,102.7284,26.1457,-18.7483,18.1257,287.1471,0
24.4216,12.1201,2.4154,0.4563,0.2832,-39.4569,-12.5663,-4.7323,7.0727,270.4296,0
34.5831,25.9655,2.971,0.2838,0.14,-56.0213,21.6505,5.2416,0.4913,285.1886,0
97.0573,33.415,3.8422,0.1314,0.0841,37.1309,10.2824,-8.6086,21.6542,121.8051,1
45.2014,16.366,3.0722,0.3688,0.2324,27.2017,65.7255,-12.5042,0.1083,293.9926,0
25.6831,12.5421,2.6869,0.4162,0.2356,54.9022,-21.4937,-9.8253,57.1737,156.2481,0
87.4564,40.431,2.9619,0.2192,0.093,45.5786,-51.2014,2.2856,34.1713,91.4798,0
86.2667,54.1485,3.2341,0.0933,0.0767,-136.1981,1.0842,49.0779,18.3331,103.1733,0
66.9606,5.6826,2.3644,0.5256,0.2853,-56.9688,-60.6968,0.6258,10.226,143.7914,0
26.2554,9.7219,2.2448,0.6255,0.3674,40.8823,60.4394,42.173,36.7236,245.9269,0
47.0326,9.604,2.7548,0.4276,0.2131,25.1413,100.9812,29.3622,7.7764,113.3025,0
20.1911,11.9761,2.6442,0.5396,0.3162,22.674,11.8263,10.0505,31.5837,109.1308,0
31.125,4.6767,2.8704,0.3174,0.1816,82.0372,126.2572,-13.3158,21.6013,142.4363,0
49.4546,20.4233,3.0388,0.2102,0.1211,-70.9599,-32.1585,-48.1553,18.7262,110.0282,1
50.199,10.2268,2.4086,0.4974,0.2873,4.3196,104.6682,-34.6176,45.694,249.5609,0
44.5542,19.0721,2.6312,0.5045,0.295,103.2002,-36.1781,18.3624,0.6952,117.4059,0
30.3425,17.488,2.6416,0.5109,0.3104,-4.9293,-46.2635,-11.1412,17.9421,289.8894,0
115.4105,22.3034,3.9303,0.1438,0.0988,27.4263,66.5361,-4.5678,0.0487,336.743,0
64.0122,19.2633,3.1941,0.1695,0.1024,24.3951,71.8578,-0.0969,23.9875,239.335,0
33.416,8.8044,2.5681,0.5226,0.29,66.4808,-4.9097,-10.7052,21.0375,165.1055,0
44.4048,10.7523,2.4055,0.5284,0.2967,-49.0019,42.46,22.6683,31.4197,262.9154,0
46.7246,20.8407,3.3009,0.2346,0.111,48.8454,78.3124,-16.5585,41.5452,223.2955,1
74.2014,24.5331,2.5965,0.4138,0.2399,-12.3762,44.3723,-9.9162,9.0049,276.1976,0
62.2813,22.0243,3.1363,0.3191,0.1544,-54.0348,-22.512,-18.4447,6.1798,197.6137,0
138.8549,42.8188,4.0054,0.2271,0.1297,-46.8714,29.2848,-8.7999,13.6308,395.0786,0
38.8382,8.5826,2.5979,0.3373,0.2039,-22.04,79.1162,-12.9245,20.298,266.394,0
73.939,33.0441,3.8257,0.1791,0.1011,-84.1525,-42.5061,-15.1042,8.5723,273.6941,1
41.5192,28.0481,2.7932,0.3217,0.1604,78.3353,-0.9341,46.762,41.2151,248.1657,1
45.5989,11.1765,2.5763,0.5001,0.3054,11.4699,63.7193,-30.5195,11.4344,217.3342,0
10.9225,4.7491,2.1865,0.5894,0.3471,-46.656,50.9417,4.7933,3.2565,22.4255,0
26.3464,5.8626,2.446,0.4423,0.2349,20.5301,44.1045,-7.7125,5.8612,143.1019,0
148.4179,58.3278,3.6668,0.2465,0.1343,-72.9235,-4.6501,4.42,31.7657,291.7797,0
24.8464,17.4046,2.7692,0.4835,0.2727,-27.8803,57.2332,-26.9052,0.499,112.3349,0
38.083,25.5184,3.5816,0.1253,0.0854,21.3458,123.6653,-24.7263,3.3665,267.4228,0
92.758,35.497,3.7535,0.1659,0.0822,47.1977,13.4363,28.1608,1.0222,321.9123,0
13.7248,7.1605,2.2523,0.6307,0.3516,44.2496,59.2199,14.3118,14.5275,118.6491,0
79.4839,30.5055,3.5467,0.1206,0.059,-16.0877,39.757,34.8659,14.3588,218.7637,1
46.2362,20.3059,2.9558,0.2174,0.1183,23.4288,39.5096,4.0192,0.3738,288.6343,0
29.6948,9.5443,2.5031,0.4324,0.2365,-60.8877,44.5253,-2.431,51.0501,222.7294,0
56.6821,19.0356,3.2716,0.2883,0.1294,1.6343,-22.2241,-6.4024,1.695,276.5652,1
26.5122,7.7152,2.4704,0.4311,0.2173,46.8151,154.8353,-29.7284,0.5652,174.1135,0
152.1111,38.8188,3.51,0.1201,0.0674,-19.11,-6.0574,32.683,36.661,148.5315,1
21.2909,11.1817,2.5836,0.5044,0.2907,5.856,31.4425,14.3065,65.5416,133.5126,1
58.1552,12.3845,3.1196,0.2541,0.14,-47.0075,-41.4583,-9.1201,0.4065,337.6029,0
144.1153,37.6001,3.3316,0.1502,0.0848,-55.8649,-55.8256,39.2975,23.0975,309.5905,0
20.3446,10.4501,2.3352,0.5586,0.3477,-27.8404,-20.3258,16.294,61.0249,54.8829,0
51.6159,12.6287,2.7163,0.441,0.279,28.0969,33.0291,22.6234,0.8631,222.7823,0
67.8929,30.7278,2.9867,0.277,0.1452,-8.9662,-55.9475,16.9654,56.0903,186.0393,1
64.2029,24.8495,3.0213,0.2099,0.1071,-88.4698,9.6715,37.5267,31.7798,309.8655,1
151.2612,32.5585,3.5956,0.1753,0.1077,-24.834,-12.879,-25.4094,18.3646,219.6984,1
31.0698,19.4385,3.3047,0.2126,0.1119,-83.5778,68.9017,-8.4607,10.2827,111.5329,0
46.3141,13.5114,3.0226,0.2256,0.1116,8.9826,72.9754,-12.24,0.0704,275.8053,0
69.2886,19.1591,3.1535,0.3223,0.2185,-80.6352,8.2903,6.0069,32.3134,137.8959,1
17.7591,7.213,2.3943,0.5701,0.3391,-31.3563,119.7107,-14.303,3.9286,175.665,0
29.3962,8.3403,2.3714,0.4468,0.2307,68.8286,52.682,-7.9864,6.0238,97.6648,0
22.0629,15.3583,2.7487,0.3553,0.1704,22.7434,134.9127,9.1744,8.6768,110.0231,0
73.701,18.6507,3.2353,0.1688,0.105,36.8149,122.8087,44.759,16.06,122.1611,0
17.8767,18.4682,2.4495,0.3848,0.1864,-15.8014,-20.4103,20.7973,3.4751,213.9269,0
54.2082,32.1804,2.9326,0.271,0.1464,-31.3972,-8.4562,14.1083,46.3409,192.8899,1
45.1817,16.7588,2.2883,0.4422,0.2499,-39.9116,-27.8717,24.7712,46.0495,194.3709,1
43.3735,25.888,2.4283,0.4383,0.2609,-68.6485,-87.4999,7.7192,7.4512,205.759,0
20.9384,5.0543,2.4703,0.5471,0.3271,23.5309,115.907,-29.3949,20.7333,144.6536,1
42.9027,16.6532,2.9903,0.3469,0.1805,58.5665,3.7313,25.1135,81.3294,239.3706,0
36.648,15.3642,2.968,0.3259,0.1904,-91.9041,-20.0429,-6.098,3.9753,214.5303,1
68.9807,42.5146,3.1889,0.2908,0.1309,14.8877,-29.6059,-21.0014,12.0575,63.27,0
33.5555,21.0393,2.8568,0.3635,0.2268,-94.5023,-8.3903,18.495,5.8171,143.0328,1
158.2861,42.1203,3.4445,0.2066,0.134,-0.3931,-32.5635,12.3194,20.6232,271.2439,0
48.5584,17.6105,3.0067,0.3595,0.2125,60.0343,75.9831,17.0672,18.0696,144.2965,0
11.3114,9.2532,2.253,0.5398,0.3308,44.389,-21.804,-13.2908,30.2691,127.0291,0
113.4957,27.3791,3.1032,0.1857,0.0884,-7.483,44.2525,-15.2817,0.0878,317.5075,0
53.8496,27.7787,2.446,0.2591,0.1503,-27.7291,15.4992,30.9746,36.8885,172.1547,1
92.1351,33.5241,3.3988,0.2237,0.1261,-12.299,28.6044,33.2131,75.7339,141.4708,1
23.2238,15.2379,2.2619,0.4969,0.2335,36.9155,-51.8007,-9.4156,70.159,91.9913,0
69.5849,44.2582,3.6123,0.1243,0.0796,-76.5369,51.2629,27.1786,20.0385,323.7866,0
73.0854,50.1769,3.4185,0.1006,0.0578,-71.6045,-48.5644,-16.3842,8.6783,158.3881,0
112.6972,30.7785,3.636,0.144,0.0771,13.3284,24.3161,18.9614,46.2152,238.2358,1
30.0922,23.5182,3.0319,0.2606,0.1244,-32.1509,28.733,-30.1084,13.8282,177.2639,1
54.5345,15.1583,2.8536,0.3344,0.2183,-58.8349,-68.5207,-9.1416,0.0783,275.7996,0
74.1658,29.5597,3.3131,0.1768,0.0786,-28.4654,51.7396,-10.9119,1.228,299.8046,1
12.8243,6.0849,2.3972,0.524,0.3511,33.7357,25.0335,-14.2852,45.1799,222.8041,0
21.6387,9.9277,2.3566,0.5633,0.2674,45.1073,-31.4948,-4.4428,23.0261,174.3013,0
48.1362,30.81,2.5993,0.4785,0.2667,-59.4412,15.933,5.5214,80.481,156.3394,0
19.882,7.7884,2.3999,0.4947,0.2808,-17.3583,27.2819,-6.2897,18.9321,261.2957,1
20.4463,7.4494,2.6546,0.588,0.3716,8.5594,20.4944,-1.3148,2.1939,155.8215,0
76.293,30.1601,2.9436,0.1872,0.0892,-71.6603,-40.7843,5.549,13.3539,276.5609,0
119.3072,22.2694,3.1419,0.1986,0.1275,0.813,-12.449,-9.6536,56.4596,231.5327,0
24.3933,4.6755,2.1724,0.6696,0.4162,17.4851,-13.141,-33.1094,7.7735,163.7056,0
75.6386,24.2728,2.7335,0.2491,0.1544,-33.7946,-18.6784,18.9419,43.2784,316.2485,0
42.0523,16.8729,2.7193,0.3163,0.1749,116.8748,20.3925,-18.663,31.6868,59.0547,0
41.618,13.9956,2.7228,0.4334,0.2352,40.4184,20.8842,9.1776,0.0822,233.3258,0
34.189,23.6975,2.9741,0.2549,0.1068,94.1079,15.2514,-3.7592,21.1432,252.7614,0
19.0305,5.8675,2.0736,0.7702,0.4675,-45.3061,-36.1663,-27.1784,44.5965,161.9151,0
147.9733,50.5098,3.7626,0.1142,0.0536,49.823,29.2968,-13.2414,4.943,318.5987,1
35.7905,19.602,2.6359,0.3575,0.2066,6.9398,51.2683,-5.1181,6.4171,151.3171,0
19.6005,13.7012,2.2072,0.7648,0.4641,53.1965,-38.0329,-24.801,83.0698,84.959,1
66.049,8.9807,2.48,0.4641,0.2396,0.2099,6.9991,23.0702,9.9398,284.7622,0
12.6379,4.0468,2.1301,0.5797,0.36,18.5388,28.7481,31.1446,6.1319,195.2939,0
115.8923,25.417,2.8197,0.2108,0.1249,-109.6374,57.2749,-22.0685,22.3864,244.0929,1
52.2773,40.5353,3.1628,0.2559,0.1534,-20.7611,-6.9407,46.2581,23.5976,81.2221,0
19.574,7.6975,2.266,0.4744,0.2905,81.7719,71.1963,-15.2541,14.4984,142.6879,0
31.6778,9.0701,2.5094,0.4208,0.2308,-24.3328,33.277,6.87,0.2525,240.1147,0
20.8077,17.9459,2.9861,0.3912,0.1834,38.0769,-13.3881,-6.3594,12.8249,142.2391,0
25.5543,16.7517,2.4648,0.4584,0.2195,-26.6795,-28.2527,11.6389,4.1992,184.729,0
103.8049,30.7163,2.9497,0.3348,0.1389,-5.6811,-11.4209,12.5086,0.4905,382.3078,0
14.3624,5.2018,2.2162,0.7026,0.3922,75.4339,43.5238,20.0463,46.464,119.8134,1
49.7441,10.4241,2.7078,0.4113,0.2333,46.6711,-36.3447,13.466,67.5737,92.6052,1
51.0991,24.7038,3.211,0.2531,0.1303,-19.355,19.6192,-28.1611,2.6827,277.7293,0
42.1419,20.7981,2.6391,0.3236,0.1708,9.2984,42.4399,1.5827,29.1199,94.1294,0
118.5998,21.6783,2.8208,0.1814,0.1139,-37.6247,23.2189,13.3306,0.7056,243.9552,0
210.339,35.2149,3.6063,0.1136,0.0651,43.678,-34.2947,2.5504,11.133,303.6067,1
30.1466,25.3589,2.4671,0.3523,0.1795,3.9398,-49.2185,3.3527,70.3719,154.1035,1
39.987,55.4283,2.8888,0.1596,0.0759,10.0961,65.4524,-14.0902,69.1566,205.7005,1
86.1725,12.2918,2.7506,0.4845,0.3364,-122.8927,-25.8149,-14.8666,84.6043,270.5002,1
28.74,10.1219,2.2282,0.5898,0.2799,38.6933,-75.356,-29.617,57.0552,135.138,0
43.7404,16.7342,2.6726,0.2718,0.1553,88.1829,120.9532,9.1446,24.4282,171.84,1
23.873,20.5976,2.8035,0.252,0.1683,-20.3134,-3.7337,20.0922,28.682,110.682,0
22.0024,3.5449,2.3734,0.432,0.2091,89.2813,27.8228,8.7086,27.4757,80.8571,0
68.6168,21.7772,3.3725,0.3426,0.2135,-103.9422,-3.4118,19.7746,25.429,230.057,1
10.2237,1.7765,2.2883,0.6801,0.3697,63.6383,4.5731,-4.8735,69.4759,63.4009,0
20.2869,15.6645,2.5017,0.5232,0.3535,64.5469,88.7288,-13.3742,17.7245,269.8231,0
32.2227,13.7986,2.6835,0.2838,0.1406,77.4847,12.5724,13.6661,25.4924,73.1663,0
26.6807,8.4914,2.954,0.4822,0.2904,59.6794,167.6073,11.7323,1.2726,201.8767,1
111.2444,29.559,3.9444,0.1848,0.1098,71.0401,70.6314,-1.0413,0.3673,307.8358,1
56.639,49.3651,3.6521,0.1623,0.0775,-11.7204,70.7053,-10.8853,31.9283,253.2003,0
37.708,20.5063,2.5073,0.4051,0.238,-96.0005,-72.8397,64.6943,81.8289,216.341,1
56.7948,30.0373,2.8987,0.3598,0.1874,-126.0327,-18.0384,-1.0335,34.4599,182.7746,1
105.6864,24.8261,3.2324,0.2075,0.1073,-83.0339,44.8998,38.802,16.1546,268.3814,0
63.3519,14.9554,2.5275,0.4651,0.2984,-49.0591,-50.7815,13.7947,79.0125,192.2731,1
53.5953,32.6535,2.8019,0.3097,0.1625,-16.3038,-24.0301,5.5785,13.2502,173.6028,0
80.6014,33.7102,2.7632,0.2696,0.1384,4.2143,30.8248,-10.2566,42.1982,278.1074,1
12.4831,10.2945,2.2754,0.6328,0.4373,17.9112,84.016,-10.2645,3.7811,6.6852,0
36.3588,14.017,2.5488,0.5229,0.2928,1.6474,-24.8243,7.9768,2.1102,160.8053,1
23.927,10.626,2.3014,0.4805,0.2726,58.6256,85.7129,11.9189,26.2431,64.5984,0
10.3107,0.8276,2.0345,0.8565,0.6065,29.9989,5.0456,-3.3107,54.053,25.2404,1
167.3373,81.7062,4.1307,0.0843,0.0431,-86.4603,-32.2353,-1.8144,0.0687,306.6693,1
121.6188,39.5629,3.9443,0.0868,0.0442,25.7134,46.3607,14.8184,0.2755,210.1697,1
54.6448,21.9174,2.6747,0.2584,0.1285,68.8786,76.0271,-15.2196,0.2041,201.1066,0
12.606,3.7419,2.0665,0.8186,0.5025,69.4424,64.6996,-11.0663,42.7787,180.1075,0
100.8371,43.6351,3.1794,0.2473,0.1149,-54.725,-15.2749,-1.6169,20.6259,296.9469,1
28.2608,19.3893,2.8869,0.2558,0.1652,99.0348,94.7517,-13.367,72.4498,119.8096,0
55.6205,22.0425,3.1288,0.1963,0.1041,-12.3495,-36.1028,30.1408,0.6799,163.9475,0
23.9671,20.4128,2.7348,0.3281,0.1627,-48.0626,-23.4845,37.7841,23.3995,320.2952,0
27.2541,22.4952,2.7607,0.3233,0.1645,78.1523,8.6278,-3.4228,73.0155,73.8125,1
76.5916,13.5124,2.8045,0.4292,0.2443,-28.9904,26.8656,-4.9025,43.5655,267.0078,1
22.9841,19.1269,2.5163,0.4199,0.2401,-15.0835,-13.9709,-23.5311,32.2069,25.8279,0
23.744,8.875,2.3641,0.5534,0.3697,-86.0629,-31.1749,28.1428,78.9385,233.358,0
52.1568,19.4079,2.9036,0.3535,0.2315,-26.4442,-35.4148,20.415,4.5642,339.883,0
43.4514,20.0069,2.9424,0.4478,0.294,8.837,34.6289,-18.1082,77.6653,57.8833,0
34.6446,15.4237,2.437,0.4473,0.2656,-91.9651,-70.2701,11.8876,56.1551,73.8436,0
67.0233,42.3587,2.8698,0.2718,0.1433,-34.4551,-53.4929,9.6528,59.3493,124.6547,0
72.1646,28.8288,3.2017,0.2078,0.1324,-38.9947,-14.5031,8.037,3.3965,249.2718,0
23.8802,14.8007,2.786,0.3409,0.1847,-31.0989,29.5268,-4.6328,13.6234,190.4697,0
29.2153,11.026,2.9938,0.3387,0.1635,58.2292,39.6921,-13.488,0.7978,172.0625,0
159.5301,35.6883,3.4954,0.1521,0.0854,-23.3759,-45.3616,-28.1188,7.757,370.2393,0
38.1491,15.8773,2.4117,0.6294,0.3959,-17.6881,-36.8387,29.0722,73.0848,198.1487,1
73.5219,28.4551,3.1647,0.3893,0.1921,-82.2262,45.3968,21.1175,65.3021,236.4858,1
32.3942,10.2103,2.3258,0.6337,0.3397,-20.0048,-15.7519,10.8786,45.885,116.7741,0
59.1732,37.1705,3.1261,0.226,0.1157,26.2903,-36.2188,-23.023,11.8502,82.5228,1
146.4691,21.0399,3.0141,0.3488,0.1815,16.099,39.7758,8.9598,56.2356,310.7008,1
44.4755,4.3599,2.3784,0.6628,0.3784,45.7029,45.2908,-3.936,7.688,296.8518,0
39.9655,14.9122,3.1259,0.271,0.1635,38.2205,10.9042,-25.7082,18.4853,141.8968,1
22.5703,11.1572,2.5516,0.4472,0.2822,-47.43,37.7943,39.9468,2.6779,243.2744,0
130.393,27.7421,2.8091,0.238,0.1176,6.6169,-110.3738,-21.8888,19.1093,299.1072,0
93.8535,39.2972,3.5006,0.2785,0.1119,25.2916,-0.8012,-18.174,2.2089,230.719,1
224.6554,38.6879,3.8198,0.1135,0.0701,-56.2302,25.0607,37.43,4.3211,364.6803,0
55.6662,18.8278,3.0205,0.3592,0.2383,-21.2985,59.0338,17.5398,34.163,191.7511,1
16.948,9.1338,2.4526,0.4802,0.2274,-15.1256,-34.0754,-16.8566,35.1829,158.533,0
46.5327,33.4589,2.8284,0.2563,0.1328,23.0157,61.1135,7.5109,43.7746,282.4452,0
115.9085,31.8745,3.3403,0.2403,0.1183,-51.601,-70.7978,-6.4193,10.4189,313.2106,0
62.393,18.5757,2.6421,0.3921,0.1725,-17.6161,-3.1353,1.0329,82.6461,166.7374,1
25.1178,16.6112,2.7374,0.3417,0.1916,-60.809,17.9747,15.873,3.4902,100.6949,0
17.5606,3.7315,2.2061,0.6249,0.3344,76.2587,47.9837,-20.5598,0.27,273.9017,0
21.3783,15.1598,2.3466,0.4845,0.2339,47.3173,8.5084,41.0472,89.6751,46.8863,1
15.6565,22.9414,3.1174,0.3359,0.1885,3.2639,37.2475,15.7029,0.2301,354.7954,0
78.032,29.4228,2.9402,0.3118,0.1847,-53.2609,-18.0449,49.2656,57.5561,209.2813,1
23.6682,10.8303,2.3319,0.4594,0.2154,17.8884,30.672,-2.6801,5.0804,164.4804,0
